invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty,anomaly_score,is_anomaly
INV100666,C00001,2024-04-18,8,24,278.95,3.0,-0.42934263862279953,False
INV100667,C00270,2024-09-07,2,5,79.53,2.5,-0.41068255077010074,False
INV100668,C00470,2024-06-23,9,30,501.03999999999996,3.3333333333333335,-0.4874157901880065,False
INV100669,C00252,2024-10-12,26,739,9391.52,28.423076923076923,-0.8296612259983361,True
INV100670,C00270,2024-05-19,3,5,47.53,1.6666666666666667,-0.45684689287246294,False
INV100671,C00091,2024-12-13,9,16,281.18,1.7777777777777777,-0.5340006420374132,False
INV100672,C00188,2024-10-28,5,20,279.68,4.0,-0.44503900317392836,False
INV100673,C00479,2024-08-25,4,13,150.22,3.25,-0.3865089445325258,False
INV100674,C00226,2024-06-02,2,8,74.52,4.0,-0.4070493578240881,False
INV100675,C00206,2024-07-06,4,15,118.66,3.75,-0.4059612950734683,False
INV100676,C00268,2024-05-15,2,6,99.84,3.0,-0.39739656575261545,False
INV100677,C00429,2024-09-13,1,2,20.18,2.0,-0.43467088427356393,False
INV100678,C00019,2024-09-28,5,14,145.93,2.8,-0.40507669146834596,False
INV100679,C00126,2024-10-26,2,7,192.57,3.5,-0.43044449774145876,False
INV100680,C00120,2024-10-13,7,16,212.93,2.2857142857142856,-0.4549284550978494,False
INV100681,C00278,2024-11-02,1,4,51.72,4.0,-0.4424789020939076,False
INV100682,C00079,2024-03-15,2,6,54.9,3.0,-0.39562948637568784,False
INV100683,C00158,2024-04-11,4,13,156.49,3.25,-0.38664212373291806,False
INV100684,C00204,2024-03-27,4,15,134.08,3.75,-0.40343336937656377,False
INV100685,C00348,2024-05-09,8,23,445.17,2.875,-0.45757955167493286,False
INV100686,C00442,2024-05-05,7,23,173.39,3.2857142857142856,-0.44772744849792817,False
INV100687,C00077,2024-02-11,13,43,510.15,3.3076923076923075,-0.5553777771684343,False
INV100688,C00159,2024-07-18,2,2,30.73,1.0,-0.49735025210606193,False
INV100689,C00378,2024-04-28,3,11,88.9,3.6666666666666665,-0.41366503409581823,False
INV100690,C00134,2024-08-31,2,5,70.8,2.5,-0.40765414744385514,False
INV100691,C00487,2024-10-23,7,23,280.45,3.2857142857142856,-0.4229388143826667,False
INV100692,C00272,2024-09-15,4,14,179.96,3.5,-0.39374333827461305,False
INV100693,C00262,2024-04-12,2,6,33.69,3.0,-0.4059827800219096,False
INV100694,C00046,2024-08-14,1,4,92.12,4.0,-0.4598581654374744,False
INV100695,C00397,2024-12-16,4,16,196.24,4.0,-0.41966061089989787,False
INV100696,C00201,2024-04-15,5,22,396.55,4.4,-0.5234450871494237,False
INV100697,C00229,2024-07-01,2,3,43.42,1.5,-0.4592779440480439,False
INV100698,C00024,2024-11-30,2,8,257.88,4.0,-0.4633153220706602,False
INV100699,C00166,2024-11-06,4,10,126.49000000000001,2.5,-0.3941586643752454,False
INV100700,C00327,2024-11-30,12,44,804.31,3.6666666666666665,-0.6209721880372024,False
INV100701,C00077,2024-08-20,1,1,15.78,1.0,-0.48875153847800057,False
INV100702,C00133,2024-04-22,4,12,166.61,3.0,-0.3809900514483763,False
INV100703,C00365,2024-10-13,4,7,83.52,1.75,-0.44624475299283645,False
INV100704,C00446,2024-08-20,4,10,114.84,2.5,-0.3931384925303305,False
INV100705,C00153,2024-09-03,7,17,202.82,2.4285714285714284,-0.44361037506745377,False
INV100706,C00120,2024-02-29,9,31,253.04000000000002,3.4444444444444446,-0.4809135337836346,False
INV100707,C00101,2024-01-29,1,3,29.64,3.0,-0.42469424234413694,False
INV100708,C00290,2024-06-15,4,11,139.85,2.75,-0.38786644245492996,False
INV100709,C00238,2024-05-19,2,10,83.4,5.0,-0.4844845581795601,False
INV100710,C00129,2024-12-01,15,46,588.07,3.066666666666667,-0.6083533063570139,False
INV100711,C00197,2024-09-20,5,13,365.57,2.6,-0.4695637778204377,False
INV100712,C00199,2024-02-19,2,6,69.39,3.0,-0.390304097724958,False
INV100713,C00196,2024-03-04,1,3,44.79,3.0,-0.4186237948688124,False
INV100714,C00120,2024-05-22,2,10,104.6,5.0,-0.48875710279121415,False
INV100715,C00046,2024-04-29,5,16,193.7,3.2,-0.4031052267027191,False
INV100716,C00285,2024-08-31,3,3,55.25,1.0,-0.5098167085643449,False
INV100717,C00338,2024-03-19,6,18,173.7,3.0,-0.4291353161365042,False
INV100718,C00173,2024-02-22,1,1,14.62,1.0,-0.4873355820389601,False
INV100719,C00398,2024-05-20,5,13,153.69,2.6,-0.41194672991128617,False
INV100720,C00274,2024-07-05,3,8,272.20000000000005,2.6666666666666665,-0.46173720520349915,False
INV100721,C00335,2024-07-18,1,2,21.52,2.0,-0.43487897276269344,False
INV100722,C00418,2024-07-17,1,5,40.0,5.0,-0.47860687182366235,False
INV100723,C00073,2024-05-22,8,20,284.22,2.5,-0.44539924389849955,False
INV100724,C00495,2024-03-30,2,10,80.30000000000001,5.0,-0.4850491266287282,False
INV100725,C00231,2024-02-08,2,8,95.88,4.0,-0.4060889112757914,False
INV100726,C00487,2024-03-24,1,2,18.26,2.0,-0.4352007341606947,False
INV100727,C00421,2024-05-14,4,13,176.19,3.25,-0.38780922204787566,False
INV100728,C00294,2024-02-19,3,6,53.91,2.0,-0.42804986365747966,False
INV100729,C00228,2024-10-09,1,4,20.48,4.0,-0.4519371178766139,False
INV100730,C00117,2024-06-14,5,11,96.71000000000001,2.2,-0.4343613487027122,False
INV100731,C00359,2024-10-09,4,16,309.9,4.0,-0.4473251490184428,False
INV100732,C00320,2024-06-04,5,15,238.88,3.0,-0.40927019733118836,False
INV100733,C00287,2024-02-29,1,5,27.45,5.0,-0.49082168075755195,False
INV100734,C00337,2024-03-12,4,11,231.5,2.75,-0.41039965437797726,False
INV100735,C00396,2024-04-20,2,2,16.99,1.0,-0.5030166272839455,False
INV100736,C00489,2024-10-01,1,4,103.32,4.0,-0.4666802893800516,False
INV100737,C00227,2024-04-24,7,26,372.67,3.7142857142857144,-0.45829966639333347,False
INV100738,C00381,2024-02-29,2,4,44.06,2.0,-0.42292604613017504,False
INV100739,C00083,2024-11-13,2,8,65.32,4.0,-0.4087303191349754,False
INV100740,C00260,2024-04-27,3,7,68.64,2.3333333333333335,-0.4113273510372675,False
INV100741,C00215,2024-10-26,2,2,23.700000000000003,1.0,-0.4995563736445493,False
INV100742,C00197,2024-12-23,1,1,7.91,1.0,-0.49948382277764314,False
INV100743,C00310,2024-09-06,1,2,15.96,2.0,-0.43711722253107693,False
INV100744,C00446,2024-09-24,14,32,346.89,2.2857142857142856,-0.5704355985533432,False
INV100745,C00028,2024-06-20,2,8,111.50999999999999,4.0,-0.409503499663877,False
INV100746,C00242,2024-06-29,2,6,71.84,3.0,-0.3909074295067867,False
INV100747,C00333,2024-11-03,12,39,522.7,3.25,-0.5256292560963906,False
INV100748,C00046,2024-06-15,1,4,16.72,4.0,-0.45588684491812365,False
INV100749,C00065,2024-06-10,3,5,67.2,1.6666666666666667,-0.4522327614400144,False
INV100750,C00291,2024-03-30,1,4,36.28,4.0,-0.4460504399639128,False
INV100751,C00049,2024-02-03,4,12,143.37,3.0,-0.38071818822068093,False
INV100752,C00081,2024-08-27,2,6,87.68,3.0,-0.39336185440681687,False
INV100753,C00028,2024-11-01,4,10,86.91,2.5,-0.39988310927967313,False
INV100754,C00195,2024-11-23,6,22,146.07999999999998,3.6666666666666665,-0.4664051656094729,False
INV100755,C00337,2024-09-26,2,8,46.37,4.0,-0.41746090648167566,False
INV100756,C00320,2024-11-02,2,7,77.87,3.5,-0.3982455518192624,False
INV100757,C00147,2024-10-16,2,8,202.28,4.0,-0.4328629866818605,False
INV100758,C00400,2024-07-23,2,7,85.56,3.5,-0.39901189718887603,False
INV100759,C00047,2024-08-31,4,15,162.8,3.75,-0.3999353462208788,False
INV100760,C00047,2024-10-26,4,12,111.41,3.0,-0.3849496721427716,False
INV100761,C00280,2024-06-13,8,13,171.11,1.625,-0.5244540093828101,False
INV100762,C00082,2024-06-30,1,3,23.79,3.0,-0.42794892265538026,False
INV100763,C00052,2024-04-06,4,12,282.38,3.0,-0.4180442870731976,False
INV100764,C00396,2024-05-10,7,19,265.88,2.7142857142857144,-0.4219821922050341,False
INV100765,C00431,2024-02-22,16,49,738.34,3.0625,-0.652586908174838,True
INV100766,C00265,2024-05-28,3,11,117.38,3.6666666666666665,-0.4070046028396946,False
INV100767,C00445,2024-08-21,4,8,104.95,2.0,-0.4196804773216914,False
INV100768,C00323,2024-08-31,2,3,32.53,1.5,-0.4584520745617979,False
INV100769,C00155,2024-08-10,1,2,44.5,2.0,-0.440613537718435,False
INV100770,C00151,2024-02-28,8,18,349.04,2.25,-0.46670204260761045,False
INV100771,C00115,2024-10-03,7,21,324.59000000000003,3.0,-0.41983271124838045,False
INV100772,C00245,2024-07-02,14,38,472.85,2.7142857142857144,-0.5576904655149688,False
INV100773,C00174,2024-06-24,4,12,133.3,3.0,-0.37976985585057643,False
INV100774,C00354,2024-06-30,3,8,149.94,2.6666666666666665,-0.4112133007239037,False
INV100775,C00499,2024-05-04,9,33,438.33,3.6666666666666665,-0.5053974235957805,False
INV100776,C00169,2024-06-06,1,5,30.85,5.0,-0.4858157873676432,False
INV100777,C00224,2024-06-19,9,27,300.15,3.0,-0.44368989768317413,False
INV100778,C00014,2024-09-01,11,31,379.72,2.8181818181818183,-0.49103080242867986,False
INV100779,C00348,2024-07-31,16,51,780.3299999999999,3.1875,-0.6641266641439997,True
INV100780,C00421,2024-09-22,2,7,31.939999999999998,3.5,-0.4211023988368165,False
INV100781,C00474,2024-03-19,1,1,17.17,1.0,-0.49230201938060525,False
INV100782,C00074,2024-09-02,8,25,311.71,3.125,-0.42821811481377664,False
INV100783,C00004,2024-07-25,4,15,216.11,3.75,-0.4048436337354139,False
INV100784,C00044,2024-07-15,3,9,206.04000000000002,3.0,-0.41361008302105223,False
INV100785,C00111,2024-05-02,5,16,239.17000000000002,3.2,-0.4094802358179598,False
INV100786,C00143,2024-06-12,12,43,490.39,3.5833333333333335,-0.5619752138858427,False
INV100787,C00381,2024-07-15,5,22,418.70000000000005,4.4,-0.5296524873769787,False
INV100788,C00037,2024-03-30,9,33,407.75,3.6666666666666665,-0.5018299641045797,False
INV100789,C00446,2024-12-12,7,18,230.54000000000002,2.5714285714285716,-0.4353202825409946,False
INV100790,C00477,2024-07-14,9,26,288.1,2.888888888888889,-0.4446975865010137,False
INV100791,C00295,2024-10-17,4,15,121.45,3.75,-0.40707382663921343,False
INV100792,C00428,2024-02-21,10,25,305.16,2.5,-0.4763160191216162,False
INV100793,C00447,2024-07-17,2,8,212.70999999999998,4.0,-0.43918134945387144,False
INV100794,C00336,2024-10-12,4,16,226.70999999999998,4.0,-0.4256880761462404,False
INV100795,C00317,2024-03-30,8,24,277.94,3.0,-0.4290234452912337,False
INV100796,C00168,2024-03-10,2,7,49.730000000000004,3.5,-0.40705060443682634,False
INV100797,C00384,2024-07-08,4,12,176.88,3.0,-0.3810647343353813,False
INV100798,C00127,2024-04-16,4,13,269.37,3.25,-0.41379905048385546,False
INV100799,C00213,2024-02-01,4,15,190.03,3.75,-0.4015016990278289,False
INV100800,C00337,2024-10-30,7,27,310.32,3.857142857142857,-0.4669811714879824,False
INV100801,C00382,2024-08-14,7,24,335.75,3.4285714285714284,-0.4263058227341678,False
INV100802,C00071,2024-07-17,4,11,278.51,2.75,-0.42938201346021315,False
INV100803,C00405,2024-08-24,2,4,21.48,2.0,-0.4371665079070456,False
INV100804,C00342,2024-10-18,4,8,103.39,2.0,-0.42061585168752474,False
INV100805,C00200,2024-02-16,4,12,98.12,3.0,-0.3909149571764517,False
INV100806,C00390,2024-07-20,4,17,154.97,4.25,-0.4544102809197301,False
INV100807,C00032,2024-05-15,7,26,278.95,3.7142857142857144,-0.4516548110926617,False
INV100808,C00108,2024-10-27,7,17,276.83,2.4285714285714284,-0.4450012188387896,False
INV100809,C00145,2024-08-06,1,3,43.92,3.0,-0.41942429813222304,False
INV100810,C00071,2024-06-25,7,19,233.55,2.7142857142857144,-0.42344611474516486,False
INV100811,C00135,2024-04-25,5,11,86.32000000000001,2.2,-0.43593473867164517,False
INV100812,C00098,2024-12-25,14,48,954.18,3.4285714285714284,-0.6440919220768797,True
INV100813,C00366,2024-03-07,4,14,154.97,3.5,-0.3928238025073824,False
INV100814,C00071,2024-05-23,3,7,51.85,2.3333333333333335,-0.4195182554787169,False
INV100815,C00164,2024-11-01,2,3,59.85,1.5,-0.4631040142608828,False
INV100816,C00419,2024-01-19,2,9,140.89,4.5,-0.4452017516945075,False
INV100817,C00327,2024-11-02,13,41,570.57,3.1538461538461537,-0.544678442885592,False
INV100818,C00306,2024-08-29,2,8,81.19,4.0,-0.4049676090863763,False
INV100819,C00112,2024-02-21,4,11,271.62,2.75,-0.42654340839751215,False
INV100820,C00383,2024-11-02,15,46,640.12,3.066666666666667,-0.6116822592235188,False
INV100821,C00135,2024-09-13,2,6,43.38,3.0,-0.39948957916841826,False
INV100822,C00280,2024-02-22,10,30,475.54,3.0,-0.4848552123087136,False
INV100823,C00292,2024-05-06,1,1,20.7,1.0,-0.5031475615770324,False
INV100824,C00227,2024-08-11,1,3,47.61,3.0,-0.4194057728567084,False
INV100825,C00190,2024-06-11,1,1,15.65,1.0,-0.4885234834625729,False
INV100826,C00213,2024-08-30,5,12,136.5,2.4,-0.41356627345684743,False
INV100827,C00104,2024-02-26,9,24,479.31,2.6666666666666665,-0.4771350023407808,False
INV100828,C00279,2024-03-29,4,6,81.39,1.5,-0.4677187021464324,False
INV100829,C00398,2024-06-22,3,8,55.22,2.6666666666666665,-0.4139168733227122,False
INV100830,C00052,2024-08-17,2,8,104.56,4.0,-0.408523818151253,False
INV100831,C00048,2024-05-12,2,8,218.0,4.0,-0.44219567865526016,False
INV100832,C00123,2024-11-25,2,7,73.94,3.5,-0.3988178911378092,False
INV100833,C00229,2024-11-24,2,6,53.260000000000005,3.0,-0.39516416580112607,False
INV100834,C00397,2024-06-23,4,12,90.44,3.0,-0.39449600760809217,False
INV100835,C00158,2024-09-28,36,997,11139.3,27.694444444444443,-0.8426729653457248,True
INV100836,C00018,2024-09-03,4,17,156.75,4.25,-0.45397707708267365,False
INV100837,C00004,2024-02-18,2,4,62.26,2.0,-0.4209684694758218,False
INV100838,C00045,2024-03-09,8,27,623.94,3.375,-0.5165931191163978,False
INV100839,C00448,2024-04-06,4,12,199.98000000000002,3.0,-0.38684988277293975,False
INV100840,C00071,2024-06-28,12,50,594.27,4.166666666666667,-0.6294100712398512,True
INV100841,C00019,2024-09-18,4,15,280.1,3.75,-0.4227055353646668,False
INV100842,C00211,2024-05-01,2,5,34.34,2.5,-0.4176651962003294,False
INV100843,C00206,2024-07-25,1,5,97.6,5.0,-0.48754269035179165,False
INV100844,C00478,2024-04-09,9,19,291.18,2.111111111111111,-0.4949005900257343,False
INV100845,C00199,2024-11-17,4,18,176.16,4.5,-0.4809506464593814,False
INV100846,C00487,2024-12-23,2,6,88.64,3.0,-0.3934583719073857,False
INV100847,C00148,2024-07-01,1,2,7.24,2.0,-0.45820692839593324,False
INV100848,C00321,2024-06-03,4,13,122.35,3.25,-0.3920154193758302,False
INV100849,C00000,2024-04-22,3,9,110.5,3.0,-0.39452166906872677,False
INV100850,C00447,2024-10-16,12,26,315.98,2.1666666666666665,-0.5314683680424841,False
INV100851,C00083,2024-01-20,1,2,24.12,2.0,-0.43537813957529253,False
INV100852,C00052,2024-11-26,2,7,52.2,3.5,-0.40653470167680034,False
INV100853,C00405,2024-05-03,1,3,108.93,3.0,-0.4546124381262983,False
INV100854,C00075,2024-10-27,5,18,234.47,3.6,-0.41958133701052375,False
INV100855,C00111,2024-07-28,6,18,260.32,3.0,-0.428661925911172,False
INV100856,C00162,2024-09-14,2,7,55.59,3.5,-0.40576237621318995,False
INV100857,C00285,2024-01-21,5,12,180.34,2.4,-0.41699172640176796,False
INV100858,C00293,2024-06-10,1,3,38.85,3.0,-0.4213327753791116,False
INV100859,C00343,2024-02-23,8,24,281.65,3.0,-0.4288574960669896,False
INV100860,C00134,2024-12-15,2,5,67.31,2.5,-0.4063804502117124,False
INV100861,C00125,2024-06-19,5,18,312.82,3.6,-0.43446327356930015,False
INV100862,C00178,2024-10-04,2,9,210.74,4.5,-0.4727384773418214,False
INV100863,C00164,2024-05-05,1,3,45.18,3.0,-0.4190083531050753,False
INV100864,C00198,2024-07-25,12,31,501.1,2.5833333333333335,-0.5291112702052314,False
INV100865,C00473,2024-12-05,3,10,128.64000000000001,3.3333333333333335,-0.39977896858884204,False
INV100866,C00060,2024-04-07,5,11,136.81,2.2,-0.4289491290975638,False
INV100867,C00055,2024-04-22,3,10,119.64,3.3333333333333335,-0.39940525581685765,False
INV100868,C00209,2024-03-12,2,8,89.96,4.0,-0.4061487840999166,False
INV100869,C00499,2024-11-25,2,4,59.61,2.0,-0.4221394070596139,False
INV100870,C00327,2024-06-02,7,19,217.34,2.7142857142857144,-0.4267124066293265,False
INV100871,C00408,2024-01-19,12,40,458.53999999999996,3.3333333333333335,-0.5277330499650579,False
INV100872,C00134,2024-07-21,1,3,48.96,3.0,-0.4197899725687988,False
INV100873,C00230,2024-10-14,4,10,183.23,2.5,-0.4057993474774094,False
INV100874,C00331,2024-03-09,2,6,50.31,3.0,-0.39577237205943394,False
INV100875,C00280,2024-07-29,2,6,17.06,3.0,-0.4195467019822812,False
INV100876,C00384,2024-02-28,9,23,257.71,2.5555555555555554,-0.453763825958665,False
INV100877,C00020,2024-07-10,8,26,342.9,3.25,-0.4349477761930589,False
INV100878,C00479,2024-08-10,10,24,273.09,2.4,-0.4809719297706258,False
INV100879,C00472,2024-06-11,4,8,63.7,2.0,-0.4266980768516099,False
INV100880,C00459,2024-06-02,4,16,165.78,4.0,-0.42015672374982144,False
INV100881,C00047,2024-11-11,1,1,12.93,1.0,-0.4896864602040509,False
INV100882,C00384,2024-09-22,9,33,706.58,3.6666666666666665,-0.5738318507033977,False
INV100883,C00270,2024-08-27,3,10,73.04,3.3333333333333335,-0.4083338418371301,False
INV100884,C00147,2024-10-27,2,8,187.62,4.0,-0.42733945385007704,False
INV100885,C00372,2024-08-27,2,4,54.33,2.0,-0.4193911236717767,False
INV100886,C00012,2024-03-25,1,2,19.34,2.0,-0.4355481019764785,False
INV100887,C00164,2024-11-23,4,15,181.31,3.75,-0.4009723896456001,False
INV100888,C00285,2024-02-21,1,1,3.6,1.0,-0.5188214961353833,False
INV100889,C00098,2024-10-26,6,21,285.09,3.5,-0.4346686284059387,False
INV100890,C00371,2024-02-16,1,5,51.05,5.0,-0.4756011657367723,False
INV100891,C00062,2024-04-20,4,8,80.39,2.0,-0.42170346636861555,False
INV100892,C00471,2024-10-07,5,16,443.93,3.2,-0.4752314145184775,False
INV100893,C00241,2024-07-20,5,16,171.69,3.2,-0.40306629900474844,False
INV100894,C00418,2024-08-29,2,6,52.52,3.0,-0.3952148567291095,False
INV100895,C00396,2024-06-23,4,12,73.06,3.0,-0.3966764556764492,False
INV100896,C00081,2024-04-12,4,11,280.9,2.75,-0.43110265888928645,False
INV100897,C00040,2024-12-11,2,6,72.15,3.0,-0.3909074295067867,False
INV100898,C00037,2024-04-07,7,18,314.9,2.5714285714285716,-0.44048483656755605,False
INV100899,C00088,2024-03-22,3,13,95.58,4.333333333333333,-0.45913258016492575,False
INV100900,C00172,2024-06-04,5,14,103.84,2.8,-0.4166281878389096,False
INV100901,C00103,2024-09-05,2,6,59.959999999999994,3.0,-0.3939702836391647,False
INV100902,C00050,2024-01-19,4,19,193.41,4.75,-0.5134070402087934,False
INV100903,C00120,2024-12-13,7,28,343.83,4.0,-0.4795290887892474,False
INV100904,C00408,2024-12-08,2,9,162.85000000000002,4.5,-0.4519913360776103,False
INV100905,C00149,2024-08-23,2,8,51.75,4.0,-0.4164477270228039,False
INV100906,C00164,2024-06-06,13,33,473.85,2.5384615384615383,-0.5449957645586845,False
INV100907,C00103,2024-04-05,2,6,231.56,3.0,-0.4517293410996669,False
INV100908,C00485,2024-07-24,1,3,14.1,3.0,-0.4387220217723849,False
INV100909,C00481,2024-01-20,2,8,93.28999999999999,4.0,-0.40567619383666975,False
INV100910,C00456,2024-09-05,1,3,40.68,3.0,-0.42153087398841765,False
INV100911,C00100,2024-05-18,39,1077,12899.47,27.615384615384617,-0.8527097345083586,True
INV100912,C00087,2024-10-26,3,8,119.15,2.6666666666666665,-0.4048309021292051,False
INV100913,C00151,2024-11-20,2,8,65.82,4.0,-0.4073968540186161,False
INV100914,C00103,2024-06-17,4,12,198.68,3.0,-0.38684988277293975,False
INV100915,C00451,2024-10-29,4,14,221.66,3.5,-0.4048304172736462,False
INV100916,C00446,2024-04-24,2,10,63.55,5.0,-0.4932041126441549,False
INV100917,C00361,2024-07-13,1,2,14.64,2.0,-0.4381773862522207,False
INV100918,C00037,2024-10-15,4,9,92.23,2.25,-0.40457977707581994,False
INV100919,C00134,2024-11-20,2,7,67.56,3.5,-0.3979374999172509,False
INV100920,C00376,2024-02-23,1,4,67.24,4.0,-0.448102260878528,False
INV100921,C00333,2024-07-11,31,795,11192.48,25.64516129032258,-0.8389751858963763,True
INV100922,C00185,2024-08-21,4,15,234.6,3.75,-0.41125485790487226,False
INV100923,C00020,2024-07-10,14,41,837.32,2.9285714285714284,-0.6099211929609022,False
INV100924,C00295,2024-08-08,9,28,349.34999999999997,3.111111111111111,-0.44550620135733066,False
INV100925,C00491,2024-10-02,1,1,7.79,1.0,-0.4994053476581414,False
INV100926,C00059,2024-09-28,4,12,114.7,3.0,-0.3825360561466648,False
INV100927,C00420,2024-01-23,30,850,10826.130000000001,28.333333333333332,-0.8398270768007465,True
INV100928,C00125,2024-11-23,2,6,29.220000000000002,3.0,-0.4096350681407105,False
INV100929,C00405,2024-06-17,1,2,37.92,2.0,-0.4385783592011019,False
INV100930,C00390,2024-01-26,4,14,219.17000000000002,3.5,-0.402881252758142,False
INV100931,C00035,2024-03-24,2,9,79.32,4.5,-0.4459927566106846,False
INV100932,C00199,2024-11-12,4,13,281.91999999999996,3.25,-0.420700974329541,False
INV100933,C00270,2024-07-05,1,3,63.63,3.0,-0.42881538153750437,False
INV100934,C00077,2024-06-02,5,15,133.9,3.0,-0.40291327434633456,False
INV100935,C00410,2024-03-29,4,13,141.43,3.25,-0.3880044659214967,False
INV100936,C00363,2024-03-27,3,5,35.9,1.6666666666666667,-0.4623400823130968,False
INV100937,C00055,2024-02-11,6,10,134.85,1.6666666666666667,-0.5010100287255576,False
INV100938,C00281,2024-06-04,4,15,145.75,3.75,-0.4001407539868601,False
INV100939,C00424,2024-04-17,1,4,31.04,4.0,-0.44884553411464073,False
INV100940,C00202,2024-11-02,4,11,179.77,2.75,-0.3914733840761931,False
INV100941,C00052,2024-01-30,7,21,431.03000000000003,3.0,-0.447625910659298,False
INV100942,C00406,2024-10-06,4,12,147.09,3.0,-0.3798416892920427,False
INV100943,C00232,2024-09-27,2,8,104.13,4.0,-0.4081175137421153,False
INV100944,C00324,2024-09-12,3,10,79.99000000000001,3.3333333333333335,-0.40674779128668576,False
INV100945,C00334,2024-12-21,9,26,330.84,2.888888888888889,-0.4399519742325852,False
INV100946,C00432,2024-06-28,9,27,388.88,3.0,-0.44659836529118524,False
INV100947,C00001,2024-05-22,1,4,66.76,4.0,-0.448102260878528,False
INV100948,C00120,2024-07-18,10,32,474.74,3.2,-0.4865143103654619,False
INV100949,C00462,2024-06-07,12,34,537.71,2.8333333333333335,-0.5226160313855407,False
INV100950,C00336,2024-08-27,4,10,92.52,2.5,-0.40011078256252636,False
INV100951,C00390,2024-08-18,1,5,44.1,5.0,-0.4776157453652225,False
INV100952,C00238,2024-08-15,5,16,143.95,3.2,-0.40761730752066383,False
INV100953,C00143,2024-10-31,4,8,138.4,2.0,-0.42576762372731464,False
INV100954,C00498,2024-05-17,4,10,114.56,2.5,-0.3931384925303305,False
INV100955,C00222,2024-08-12,1,1,7.93,1.0,-0.49948382277764314,False
INV100956,C00081,2024-03-19,4,7,67.96000000000001,1.75,-0.44465399126221455,False
INV100957,C00303,2024-03-10,8,21,390.65999999999997,2.625,-0.4566625416535515,False
INV100958,C00085,2024-09-24,5,12,199.47,2.4,-0.4222790794121263,False
INV100959,C00021,2024-05-01,2,6,45.21,3.0,-0.3964181288856302,False
INV100960,C00286,2024-11-08,2,9,156.42000000000002,4.5,-0.4490433364420214,False
INV100961,C00098,2024-10-02,10,32,358.52000000000004,3.2,-0.4771976725686691,False
INV100962,C00408,2024-11-15,4,13,289.29,3.25,-0.4232013911681992,False
INV100963,C00071,2024-12-08,2,10,124.45,5.0,-0.48831377868014236,False
INV100964,C00439,2024-05-26,3,11,102.92999999999999,3.6666666666666665,-0.4113608465056615,False
INV100965,C00489,2024-11-17,2,3,15.620000000000001,1.5,-0.47283340980576644,False
INV100966,C00498,2024-09-25,1,4,38.88,4.0,-0.4443382270165333,False
INV100967,C00418,2024-07-28,4,15,237.33999999999997,3.75,-0.4117338726536173,False
INV100968,C00441,2024-10-23,7,23,200.51999999999998,3.2857142857142856,-0.4397285194076287,False
INV100969,C00418,2024-07-29,5,12,159.7,2.4,-0.4149021528545267,False
INV100970,C00472,2024-12-01,2,6,82.96,3.0,-0.39208377482793183,False
INV100971,C00269,2024-02-20,2,4,49.239999999999995,2.0,-0.4195740713375728,False
INV100972,C00183,2024-08-12,4,11,147.38,2.75,-0.38796212485047227,False
INV100973,C00072,2024-01-17,4,8,101.78999999999999,2.0,-0.42005050186152026,False
INV100974,C00161,2024-06-02,2,7,114.53999999999999,3.5,-0.4024855186575791,False
INV100975,C00288,2024-01-10,1,1,16.1,1.0,-0.4896383868090174,False
INV100976,C00104,2024-02-20,7,17,227.44,2.4285714285714284,-0.4434078742684082,False
INV100977,C00143,2024-11-23,13,40,495.76,3.076923076923077,-0.5361733950091649,False
INV100978,C00248,2024-07-25,1,3,108.93,3.0,-0.4546124381262983,False
INV100979,C00381,2024-07-11,2,8,123.81,4.0,-0.4088138159759314,False
INV100980,C00059,2024-03-05,1,1,27.22,1.0,-0.5121870269606706,False
INV100981,C00468,2024-10-30,5,13,133.96,2.6,-0.40992527439076915,False
INV100982,C00134,2024-06-26,20,57,813.96,2.85,-0.6981021523146719,True
INV100983,C00189,2024-10-30,2,6,41.84,3.0,-0.40073890434378706,False
INV100984,C00271,2024-04-03,9,31,291.57,3.4444444444444446,-0.4743108341091997,False
INV100985,C00378,2024-03-20,3,7,102.69999999999999,2.3333333333333335,-0.4122316383121326,False
INV100986,C00487,2024-08-01,4,10,98.36,2.5,-0.39787084244055715,False
INV100987,C00120,2024-04-24,11,29,582.45,2.6363636363636362,-0.5392633568004273,False
INV100988,C00155,2024-03-26,3,7,103.57999999999998,2.3333333333333335,-0.4124697068218825,False
INV100989,C00320,2024-11-11,4,14,277.04999999999995,3.5,-0.4183074594329682,False
INV100990,C00293,2024-06-13,5,14,126.06,2.8,-0.40840337173630115,False
INV100991,C00234,2024-03-26,1,2,44.74,2.0,-0.440613537718435,False
INV100992,C00465,2024-08-23,5,11,189.23,2.2,-0.4378381014970248,False
INV100993,C00478,2024-02-25,8,26,350.34999999999997,3.25,-0.43767141312040553,False
INV100994,C00252,2024-01-23,8,22,239.89,2.75,-0.43698164200548434,False
INV100995,C00067,2024-09-30,4,16,327.19000000000005,4.0,-0.4527683758278895,False
INV100996,C00001,2024-10-18,7,25,337.31,3.5714285714285716,-0.43610102536469175,False
INV100997,C00005,2024-08-01,1,5,87.95,5.0,-0.4827411846052759,False
INV100998,C00433,2024-04-16,2,7,63.269999999999996,3.5,-0.4015433106321842,False
INV100999,C00472,2024-08-13,1,5,31.9,5.0,-0.48486614784279036,False
