invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty
INV100937,C00055,2024-02-11,6,10,134.85,1.6666666666666667
INV100938,C00281,2024-06-04,4,15,145.75,3.75
INV100939,C00424,2024-04-17,1,4,31.04,4.0
INV100940,C00202,2024-11-02,4,11,179.77,2.75
INV100941,C00052,2024-01-30,7,21,431.03000000000003,3.0
INV100942,C00406,2024-10-06,4,12,147.09,3.0
INV100943,C00232,2024-09-27,2,8,104.13,4.0
INV100944,C00324,2024-09-12,3,10,79.99000000000001,3.3333333333333335
INV100945,C00334,2024-12-21,9,26,330.84,2.888888888888889
INV100946,C00432,2024-06-28,9,27,388.88,3.0
INV100947,C00001,2024-05-22,1,4,66.76,4.0
INV100948,C00120,2024-07-18,10,32,474.74,3.2
INV100949,C00462,2024-06-07,12,34,537.71,2.8333333333333335
INV100950,C00336,2024-08-27,4,10,92.52,2.5
INV100951,C00390,2024-08-18,1,5,44.1,5.0
INV100952,C00238,2024-08-15,5,16,143.95,3.2
INV100953,C00143,2024-10-31,4,8,138.4,2.0
INV100954,C00498,2024-05-17,4,10,114.56,2.5
INV100955,C00222,2024-08-12,1,1,7.93,1.0
INV100956,C00081,2024-03-19,4,7,67.96000000000001,1.75
INV100957,C00303,2024-03-10,8,21,390.65999999999997,2.625
INV100958,C00085,2024-09-24,5,12,199.47,2.4
INV100959,C00021,2024-05-01,2,6,45.21,3.0
INV100960,C00286,2024-11-08,2,9,156.42000000000002,4.5
INV100961,C00098,2024-10-02,10,32,358.52000000000004,3.2
INV100962,C00408,2024-11-15,4,13,289.29,3.25
INV100963,C00071,2024-12-08,2,10,124.45,5.0
INV100964,C00439,2024-05-26,3,11,102.92999999999999,3.6666666666666665
INV100965,C00489,2024-11-17,2,3,15.620000000000001,1.5
INV100966,C00498,2024-09-25,1,4,38.88,4.0
INV100967,C00418,2024-07-28,4,15,237.33999999999997,3.75
INV100968,C00441,2024-10-23,7,23,200.51999999999998,3.2857142857142856
INV100969,C00418,2024-07-29,5,12,159.7,2.4
INV100970,C00472,2024-12-01,2,6,82.96,3.0
INV100971,C00269,2024-02-20,2,4,49.239999999999995,2.0
INV100972,C00183,2024-08-12,4,11,147.38,2.75
INV100973,C00072,2024-01-17,4,8,101.78999999999999,2.0
INV100974,C00161,2024-06-02,2,7,114.53999999999999,3.5
INV100975,C00288,2024-01-10,1,1,16.1,1.0
INV100976,C00104,2024-02-20,7,17,227.44,2.4285714285714284
INV100977,C00143,2024-11-23,13,40,495.76,3.076923076923077
INV100978,C00248,2024-07-25,1,3,108.93,3.0
INV100979,C00381,2024-07-11,2,8,123.81,4.0
INV100980,C00059,2024-03-05,1,1,27.22,1.0
INV100981,C00468,2024-10-30,5,13,133.96,2.6
INV100982,C00134,2024-06-26,20,57,813.96,2.85
INV100983,C00189,2024-10-30,2,6,41.84,3.0
INV100984,C00271,2024-04-03,9,31,291.57,3.4444444444444446
INV100985,C00378,2024-03-20,3,7,102.69999999999999,2.3333333333333335
INV100986,C00487,2024-08-01,4,10,98.36,2.5
INV100987,C00120,2024-04-24,11,29,582.45,2.6363636363636362
INV100988,C00155,2024-03-26,3,7,103.57999999999998,2.3333333333333335
INV100989,C00320,2024-11-11,4,14,277.04999999999995,3.5
INV100990,C00293,2024-06-13,5,14,126.06,2.8
INV100991,C00234,2024-03-26,1,2,44.74,2.0
INV100992,C00465,2024-08-23,5,11,189.23,2.2
INV100993,C00478,2024-02-25,8,26,350.34999999999997,3.25
INV100994,C00252,2024-01-23,8,22,239.89,2.75
INV100995,C00067,2024-09-30,4,16,327.19000000000005,4.0
INV100996,C00001,2024-10-18,7,25,337.31,3.5714285714285716
INV100997,C00005,2024-08-01,1,5,87.95,5.0
INV100998,C00433,2024-04-16,2,7,63.269999999999996,3.5
INV100999,C00472,2024-08-13,1,5,31.9,5.0
INV101000,C00257,2024-09-14,2,4,46.620000000000005,2.0
INV101001,C00308,2024-06-11,1,1,18.04,1.0
INV101002,C00412,2024-03-22,6,20,304.28000000000003,3.3333333333333335
INV101003,C00091,2024-11-06,2,7,83.65,3.5
INV101004,C00100,2024-02-09,1,2,85.08,2.0
INV101005,C00067,2024-03-01,9,32,528.21,3.5555555555555554
INV101006,C00226,2024-10-21,1,1,5.64,1.0
INV101007,C00487,2024-09-02,38,1033,13121.300000000001,27.18421052631579
INV101008,C00258,2024-08-17,3,11,145.17,3.6666666666666665
INV101009,C00408,2024-10-29,7,20,308.55,2.857142857142857
INV101010,C00067,2024-09-30,1,4,43.6,4.0
INV101011,C00293,2024-12-23,5,20,316.86,4.0
INV101012,C00320,2024-12-23,4,12,132.37,3.0
INV101013,C00071,2024-09-09,1,3,23.28,3.0
INV101014,C00247,2024-10-13,3,8,127.61,2.6666666666666665
INV101015,C00114,2024-03-05,2,9,157.05,4.5
INV101016,C00004,2024-04-09,8,23,288.74,2.875
INV101017,C00241,2024-04-07,4,7,57.57,1.75
INV101018,C00214,2024-09-28,2,6,34.8,3.0
INV101019,C00465,2024-07-18,4,15,358.06,3.75
INV101020,C00250,2024-03-25,27,771,11359.6,28.555555555555557
INV101021,C00447,2024-12-13,7,13,296.69,1.8571428571428572
INV101022,C00302,2024-03-04,8,26,343.8,3.25
INV101023,C00423,2024-07-08,5,18,351.97,3.6
INV101024,C00045,2024-04-02,1,3,19.11,3.0
INV101025,C00322,2024-05-10,1,1,8.27,1.0
INV101026,C00092,2024-06-19,1,5,85.3,5.0
INV101027,C00198,2024-09-27,12,35,489.5,2.9166666666666665
INV101028,C00169,2024-07-07,7,25,366.61,3.5714285714285716
INV101029,C00348,2024-12-02,5,17,211.13,3.4
INV101030,C00128,2024-10-27,5,16,291.01,3.2
INV101031,C00038,2024-09-06,9,29,310.5,3.2222222222222223
INV101032,C00480,2024-04-29,4,11,164.05,2.75
INV101033,C00147,2024-08-06,14,36,589.09,2.5714285714285716
INV101034,C00114,2024-05-19,30,833,8911.76,27.766666666666666
INV101035,C00220,2024-11-03,2,4,80.25999999999999,2.0
INV101036,C00370,2024-11-15,4,10,132.81,2.5
INV101037,C00487,2024-10-18,4,13,221.3,3.25
INV101038,C00134,2024-07-13,4,9,70.25,2.25
INV101039,C00306,2024-12-25,4,12,81.44,3.0
INV101040,C00237,2024-07-30,3,9,126.68,3.0
INV101041,C00159,2024-06-07,1,1,19.79,1.0
INV101042,C00119,2024-01-05,1,3,96.0,3.0
INV101043,C00071,2024-07-01,9,28,305.36,3.111111111111111
INV101044,C00151,2024-06-24,5,11,308.53,2.2
INV101045,C00103,2024-11-24,5,12,125.47999999999999,2.4
INV101046,C00017,2024-07-09,8,24,362.54,3.0
INV101047,C00028,2024-03-12,8,21,164.78,2.625
INV101048,C00433,2024-05-17,4,11,160.73000000000002,2.75
INV101049,C00406,2024-12-12,1,3,133.23,3.0
INV101050,C00006,2024-03-09,4,11,173.71999999999997,2.75
INV101051,C00478,2024-07-13,13,42,635.21,3.230769230769231
INV101052,C00118,2024-01-02,2,5,45.79,2.5
INV101053,C00078,2024-02-05,5,23,231.22,4.6
INV101054,C00410,2024-02-06,5,15,222.53,3.0
INV101055,C00146,2024-07-28,2,4,83.64999999999999,2.0
INV101056,C00033,2024-06-10,2,6,54.03,3.0
INV101057,C00402,2024-11-10,3,10,128.91,3.3333333333333335
INV101058,C00094,2024-04-08,1,2,14.76,2.0
INV101059,C00409,2024-10-31,15,35,531.74,2.3333333333333335
INV101060,C00179,2024-10-14,8,25,538.92,3.125
INV101061,C00372,2024-09-10,5,19,243.14999999999998,3.8
INV101062,C00048,2024-03-07,3,11,152.29,3.6666666666666665
INV101063,C00077,2024-07-17,4,11,239.15,2.75
INV101064,C00450,2024-07-24,2,4,32.54,2.0
INV101065,C00224,2024-09-01,2,3,32.94,1.5
INV101066,C00462,2024-08-27,5,15,201.48,3.0
INV101067,C00447,2024-12-13,7,20,384.74,2.857142857142857
INV101068,C00359,2024-06-07,12,41,590.95,3.4166666666666665
INV101069,C00289,2024-07-31,7,19,256.67,2.7142857142857144
INV101070,C00374,2024-03-20,2,4,64.62,2.0
INV101071,C00477,2024-08-11,14,32,399.83,2.2857142857142856
INV101072,C00252,2024-09-29,4,8,155.07999999999998,2.0
INV101073,C00207,2024-06-27,1,1,13.76,1.0
INV101074,C00416,2024-04-20,1,4,111.12,4.0
INV101075,C00405,2024-12-06,1,5,59.8,5.0
INV101076,C00466,2024-02-15,5,16,172.67000000000002,3.2
INV101077,C00440,2024-07-14,6,21,432.25,3.5
INV101078,C00398,2024-06-14,1,4,65.28,4.0
INV101079,C00095,2024-08-07,4,13,311.31,3.25
INV101080,C00364,2024-09-03,2,8,125.53,4.0
INV101081,C00066,2024-06-17,4,14,132.58,3.5
INV101082,C00295,2024-07-09,7,23,297.32,3.2857142857142856
INV101083,C00044,2024-01-24,6,16,130.64,2.6666666666666665
INV101084,C00291,2024-11-14,4,12,155.82999999999998,3.0
INV101085,C00411,2024-05-27,8,19,274.44,2.375
INV101086,C00275,2024-04-05,1,1,7.2,1.0
INV101087,C00244,2024-07-24,1,4,25.56,4.0
INV101088,C00335,2024-04-18,1,2,29.28,2.0
INV101089,C00327,2024-01-30,8,30,422.81,3.75
INV101090,C00270,2024-06-11,1,2,13.46,2.0
INV101091,C00471,2024-05-30,5,24,370.86,4.8
INV101092,C00405,2024-01-29,1,4,11.84,4.0
INV101093,C00247,2024-05-04,2,4,52.36,2.0
INV101094,C00359,2024-12-14,7,25,232.75,3.5714285714285716
INV101095,C00241,2024-12-11,5,16,173.55,3.2
INV101096,C00487,2024-04-17,8,31,410.63,3.875
INV101097,C00477,2024-11-21,14,44,722.92,3.142857142857143
INV101098,C00476,2024-08-15,1,1,2.62,1.0
INV101099,C00004,2024-06-07,4,12,181.98,3.0
INV101100,C00020,2024-11-09,4,16,308.1,4.0
INV101101,C00463,2024-09-10,2,7,75.0,3.5
INV101102,C00218,2024-08-30,1,3,15.3,3.0
INV101103,C00183,2024-07-16,4,16,318.28,4.0
INV101104,C00381,2024-08-18,3,7,78.99,2.3333333333333335
INV101105,C00367,2024-09-10,2,8,89.24,4.0
INV101106,C00478,2024-12-19,18,45,503.11,2.5
INV101107,C00336,2024-08-24,8,34,582.33,4.25
INV101108,C00246,2024-05-21,4,8,97.95,2.0
INV101109,C00106,2024-08-14,2,6,167.52,3.0
INV101110,C00411,2024-11-13,7,19,176.87,2.7142857142857144
INV101111,C00396,2024-04-20,7,21,237.87,3.0
INV101112,C00226,2024-04-14,1,1,4.37,1.0
INV101113,C00113,2024-11-09,7,21,410.85,3.0
INV101114,C00217,2024-03-23,5,18,495.7,3.6
INV101115,C00143,2024-08-11,9,29,521.09,3.2222222222222223
INV101116,C00026,2024-10-04,8,22,273.38,2.75
INV101117,C00306,2024-05-21,1,5,166.35,5.0
INV101118,C00147,2024-12-19,8,25,377.65,3.125
INV101119,C00166,2024-11-02,12,38,443.02,3.1666666666666665
INV101120,C00224,2024-08-24,1,3,43.92,3.0
INV101121,C00136,2024-10-15,2,7,83.1,3.5
INV101122,C00241,2024-06-24,2,7,60.43,3.5
INV101123,C00456,2024-08-12,8,27,393.46,3.375
INV101124,C00254,2024-11-03,1,5,30.4,5.0
INV101125,C00353,2024-06-01,28,717,8872.89,25.607142857142858
INV101126,C00056,2024-06-03,7,17,173.29,2.4285714285714284
INV101127,C00145,2024-03-24,2,7,104.07000000000001,3.5
INV101128,C00457,2024-09-11,4,10,224.08,2.5
INV101129,C00319,2024-02-27,2,9,134.23000000000002,4.5
INV101130,C00041,2024-05-27,5,14,126.64,2.8
INV101131,C00333,2024-11-30,12,37,504.37,3.0833333333333335
INV101132,C00134,2024-06-03,14,35,468.77,2.5
INV101133,C00276,2024-10-14,4,13,191.89,3.25
INV101134,C00495,2024-06-26,1,5,96.5,5.0
INV101135,C00119,2024-09-12,1,5,35.05,5.0
INV101136,C00034,2024-02-18,9,23,280.42,2.5555555555555554
INV101137,C00345,2024-04-27,7,25,438.4,3.5714285714285716
INV101138,C00353,2024-07-09,2,6,160.4,3.0
INV101139,C00365,2024-09-27,12,36,399.87,3.0
INV101140,C00296,2024-11-29,2,8,90.85,4.0
INV101141,C00199,2024-10-27,2,4,54.92,2.0
INV101142,C00077,2024-03-26,5,17,197.2,3.4
INV101143,C00179,2024-08-10,5,17,206.35,3.4
INV101144,C00021,2024-05-10,7,20,209.39,2.857142857142857
INV101145,C00368,2024-04-04,1,3,53.19,3.0
INV101146,C00245,2024-06-12,2,3,84.35,1.5
INV101147,C00487,2024-08-17,7,17,205.0,2.4285714285714284
INV101148,C00433,2024-06-26,3,13,221.25,4.333333333333333
INV101149,C00126,2024-01-21,3,10,68.08,3.3333333333333335
INV101150,C00327,2024-03-28,12,38,396.24,3.1666666666666665
INV101151,C00461,2024-11-20,5,11,165.26,2.2
INV101152,C00338,2024-05-26,1,5,38.8,5.0
INV101153,C00147,2024-04-27,14,43,547.13,3.0714285714285716
INV101154,C00120,2024-10-02,2,8,51.160000000000004,4.0
INV101155,C00098,2024-11-04,4,10,143.87,2.5
INV101156,C00468,2024-05-21,4,8,95.32,2.0
INV101157,C00397,2024-09-08,2,5,75.91,2.5
INV101158,C00327,2024-09-08,9,29,492.20000000000005,3.2222222222222223
INV101159,C00106,2024-12-02,5,14,212.23000000000002,2.8
INV101160,C00309,2024-07-05,1,4,68.68,4.0
INV101161,C00257,2024-09-19,8,26,359.86,3.25
INV101162,C00158,2024-07-09,1,2,46.04,2.0
INV101163,C00201,2024-10-30,7,21,221.82999999999998,3.0
INV101164,C00272,2024-07-13,2,4,55.86,2.0
INV101165,C00118,2024-08-27,1,1,6.01,1.0
INV101166,C00229,2024-05-24,8,25,385.59,3.125
INV101167,C00438,2024-05-10,2,6,118.69,3.0
INV101168,C00104,2024-01-26,1,1,5.12,1.0
INV101169,C00358,2024-09-12,5,18,155.29999999999998,3.6
INV101170,C00152,2024-10-02,5,16,198.65,3.2
INV101171,C00291,2024-09-04,4,15,238.61,3.75
INV101172,C00078,2024-11-30,1,5,185.0,5.0
INV101173,C00145,2024-11-18,5,8,45.37,1.6
INV101174,C00298,2024-02-13,4,12,150.16,3.0
INV101175,C00249,2024-07-16,1,4,14.4,4.0
INV101176,C00021,2024-12-25,9,24,271.40000000000003,2.6666666666666665
INV101177,C00238,2024-04-23,2,5,50.97,2.5
INV101178,C00276,2024-12-12,7,27,306.45,3.857142857142857
INV101179,C00135,2024-03-21,5,15,240.62,3.0
INV101180,C00158,2024-09-05,1,5,66.9,5.0
INV101181,C00430,2024-03-27,2,2,36.19,1.0
INV101182,C00100,2024-02-28,1,4,38.84,4.0
INV101183,C00162,2024-01-30,8,25,402.46,3.125
INV101184,C00032,2024-08-17,6,25,328.58,4.166666666666667
INV101185,C00481,2024-05-24,4,15,365.27,3.75
INV101186,C00202,2024-07-31,2,9,58.3,4.5
INV101187,C00209,2024-02-22,4,13,216.03,3.25
INV101188,C00069,2024-02-12,3,9,97.18,3.0
INV101189,C00279,2024-02-18,4,12,161.87,3.0
INV101190,C00458,2024-10-11,5,16,306.47999999999996,3.2
INV101191,C00286,2024-08-07,4,19,214.76,4.75
INV101192,C00479,2024-11-11,4,17,215.95,4.25
INV101193,C00257,2024-04-11,4,11,238.69,2.75
INV101194,C00477,2024-10-12,7,19,456.03000000000003,2.7142857142857144
INV101195,C00157,2024-11-20,2,6,70.74000000000001,3.0
INV101196,C00104,2024-09-20,7,16,175.59,2.2857142857142856
INV101197,C00433,2024-08-12,1,3,27.09,3.0
INV101198,C00254,2024-08-30,5,16,199.77,3.2
INV101199,C00095,2024-08-06,13,45,534.88,3.4615384615384617
INV101200,C00024,2024-10-22,2,5,88.14,2.5
INV101201,C00264,2024-09-08,4,14,159.19,3.5
INV101202,C00492,2024-03-15,6,19,374.90000000000003,3.1666666666666665
INV101203,C00459,2024-08-08,7,21,209.60999999999999,3.0
INV101204,C00432,2024-10-06,18,52,572.88,2.888888888888889
INV101205,C00371,2024-05-01,3,7,54.41,2.3333333333333335
INV101206,C00432,2024-06-04,4,13,89.86,3.25
INV101207,C00128,2024-09-20,4,15,234.61,3.75
INV101208,C00209,2024-07-17,4,11,94.61,2.75
INV101209,C00151,2024-06-05,8,24,473.4,3.0
INV101210,C00223,2024-03-27,1,2,51.66,2.0
INV101211,C00314,2024-04-14,1,2,34.72,2.0
INV101212,C00463,2024-03-26,1,1,22.03,1.0
INV101213,C00213,2024-09-12,6,19,405.46000000000004,3.1666666666666665
INV101214,C00272,2024-07-22,7,19,170.99,2.7142857142857144
INV101215,C00271,2024-12-05,4,11,84.58,2.75
INV101216,C00388,2024-06-23,3,5,49.72,1.6666666666666667
INV101217,C00112,2024-12-07,5,20,419.46,4.0
INV101218,C00126,2024-07-28,2,10,169.7,5.0
INV101219,C00166,2024-05-04,12,33,384.77,2.75
INV101220,C00274,2024-04-17,1,1,5.36,1.0
INV101221,C00326,2024-10-24,1,3,52.08,3.0
INV101222,C00272,2024-07-18,8,21,319.03,2.625
INV101223,C00310,2024-05-17,4,15,157.21,3.75
INV101224,C00273,2024-10-12,2,5,28.79,2.5
INV101225,C00020,2024-05-11,2,6,111.82,3.0
INV101226,C00328,2024-12-28,7,24,338.14,3.4285714285714284
INV101227,C00188,2024-04-07,2,3,92.7,1.5
INV101228,C00094,2024-08-07,3,13,215.04000000000002,4.333333333333333
INV101229,C00488,2024-07-10,8,20,252.74,2.5
INV101230,C00197,2024-04-20,1,4,20.16,4.0
INV101231,C00015,2024-01-31,2,8,111.16,4.0
INV101232,C00466,2024-08-29,1,3,19.17,3.0
INV101233,C00179,2024-10-23,4,12,211.3,3.0
INV101234,C00383,2024-05-08,7,19,415.76,2.7142857142857144
INV101235,C00118,2024-01-02,2,6,83.08000000000001,3.0
INV101236,C00387,2024-09-20,10,31,404.61,3.1
INV101237,C00330,2024-01-10,1,1,12.75,1.0
INV101238,C00375,2024-12-03,1,5,79.35,5.0
INV101239,C00288,2024-12-01,2,2,24.979999999999997,1.0
INV101240,C00343,2024-04-21,9,27,557.38,3.0
INV101241,C00181,2024-01-01,1,4,67.04,4.0
INV101242,C00238,2024-09-15,4,15,168.95,3.75
INV101243,C00241,2024-11-01,2,8,86.6,4.0
INV101244,C00396,2024-06-26,7,25,331.49,3.5714285714285716
INV101245,C00138,2024-01-10,2,8,130.85999999999999,4.0
INV101246,C00404,2024-10-07,1,3,48.66,3.0
INV101247,C00324,2024-01-14,1,3,32.55,3.0
INV101248,C00101,2024-02-25,1,5,99.8,5.0
INV101249,C00409,2024-06-29,7,21,228.54,3.0
INV101250,C00379,2024-02-15,8,29,503.99,3.625
INV101251,C00199,2024-11-05,7,27,566.63,3.857142857142857
INV101252,C00019,2024-11-19,1,3,67.11,3.0
INV101253,C00242,2024-04-27,5,15,289.43,3.0
INV101254,C00470,2024-07-06,12,46,683.87,3.8333333333333335
INV101255,C00274,2024-01-23,1,3,34.11,3.0
INV101256,C00379,2024-03-27,7,12,143.06,1.7142857142857142
INV101257,C00203,2024-05-05,2,6,38.660000000000004,3.0
INV101258,C00220,2024-06-28,9,23,272.72,2.5555555555555554
INV101259,C00337,2024-09-17,4,11,96.44999999999999,2.75
INV101260,C00096,2024-08-09,7,22,394.03,3.142857142857143
INV101261,C00397,2024-08-30,1,4,26.08,4.0
INV101262,C00461,2024-10-04,1,4,64.88,4.0
INV101263,C00328,2024-10-22,5,9,121.11999999999999,1.8
INV101264,C00260,2024-08-11,2,10,160.55,5.0
INV101265,C00007,2024-05-15,5,16,283.87,3.2
INV101266,C00276,2024-09-04,4,9,97.3,2.25
INV101267,C00090,2024-10-07,3,9,132.26,3.0
INV101268,C00481,2024-05-02,2,3,35.370000000000005,1.5
INV101269,C00481,2024-02-25,4,18,317.87,4.5
INV101270,C00236,2024-09-22,2,7,183.98,3.5
INV101271,C00405,2024-10-01,4,13,136.46,3.25
INV101272,C00441,2024-05-27,5,13,130.68,2.6
INV101273,C00468,2024-01-29,7,22,197.16,3.142857142857143
INV101274,C00055,2024-10-29,4,10,132.82999999999998,2.5
INV101275,C00098,2024-09-23,12,30,344.62,2.5
INV101276,C00226,2024-07-05,4,15,210.09,3.75
INV101277,C00213,2024-03-20,2,10,145.4,5.0
INV101278,C00469,2024-10-08,1,3,35.76,3.0
INV101279,C00375,2024-11-11,2,2,22.86,1.0
INV101280,C00071,2024-03-25,15,41,449.44,2.7333333333333334
INV101281,C00000,2024-05-24,5,16,163.26999999999998,3.2
INV101282,C00093,2024-03-29,1,4,34.56,4.0
INV101283,C00326,2024-04-21,2,9,142.35000000000002,4.5
INV101284,C00200,2024-02-15,2,8,128.44,4.0
INV101285,C00411,2024-05-14,8,25,240.70000000000002,3.125
INV101286,C00081,2024-08-07,4,15,124.77000000000001,3.75
INV101287,C00215,2024-06-26,2,4,21.5,2.0
INV101288,C00245,2024-11-24,4,12,127.80000000000001,3.0
INV101289,C00334,2024-08-29,5,13,193.62,2.6
INV101290,C00440,2024-09-28,5,17,205.84,3.4
INV101291,C00425,2024-06-02,4,12,221.93,3.0
INV101292,C00317,2024-11-27,5,13,137.78,2.6
INV101293,C00328,2024-06-29,2,7,69.52,3.5
INV101294,C00270,2024-04-15,5,15,154.55,3.0
INV101295,C00327,2024-08-16,7,14,195.1,2.0
INV101296,C00097,2024-11-26,7,27,300.47,3.857142857142857
INV101297,C00112,2024-09-18,2,6,179.76,3.0
INV101298,C00435,2024-09-17,6,15,178.87,2.5
INV101299,C00362,2024-02-12,9,35,444.92,3.888888888888889
INV101300,C00271,2024-12-08,18,51,764.8,2.8333333333333335
INV101301,C00124,2024-07-13,2,5,47.84,2.5
INV101302,C00307,2024-09-15,8,22,204.4,2.75
INV101303,C00397,2024-08-20,1,5,64.65,5.0
INV101304,C00473,2024-10-06,3,10,149.52,3.3333333333333335
INV101305,C00095,2024-11-02,9,26,360.16999999999996,2.888888888888889
INV101306,C00306,2024-08-29,1,3,51.9,3.0
INV101307,C00238,2024-03-27,2,4,33.04,2.0
INV101308,C00195,2024-03-31,5,19,239.68,3.8
INV101309,C00030,2024-02-15,3,12,233.51,4.0
INV101310,C00298,2024-04-03,2,5,43.349999999999994,2.5
INV101311,C00350,2024-04-25,5,12,138.16,2.4
INV101312,C00267,2024-09-08,4,9,103.66999999999999,2.25
INV101313,C00319,2024-06-09,4,7,94.86,1.75
INV101314,C00478,2024-11-28,7,23,327.85,3.2857142857142856
INV101315,C00390,2024-05-18,4,11,152.7,2.75
INV101316,C00268,2024-06-23,5,17,177.54000000000002,3.4
INV101317,C00348,2024-12-10,1,2,105.94,2.0
INV101318,C00016,2024-02-16,4,10,102.22,2.5
INV101319,C00199,2024-02-09,9,19,239.79,2.111111111111111
INV101320,C00478,2024-11-09,2,5,108.79,2.5
INV101321,C00252,2024-04-12,1,2,12.76,2.0
INV101322,C00119,2024-05-05,8,27,123.65,3.375
INV101323,C00017,2024-02-18,11,28,441.2,2.5454545454545454
INV101324,C00226,2024-09-19,2,6,143.69,3.0
INV101325,C00279,2024-08-12,2,6,63.56,3.0
INV101326,C00031,2024-05-29,7,23,417.6,3.2857142857142856
INV101327,C00169,2024-09-10,1,2,35.24,2.0
INV101328,C00289,2024-10-10,12,32,550.77,2.6666666666666665
INV101329,C00108,2024-05-27,6,20,181.58999999999997,3.3333333333333335
INV101330,C00198,2024-12-04,2,4,84.77000000000001,2.0
INV101331,C00472,2024-11-18,1,5,79.35,5.0
INV101332,C00373,2024-09-02,4,16,202.09,4.0
INV101333,C00330,2024-04-09,1,5,31.65,5.0
INV101334,C00327,2024-08-04,9,28,494.52,3.111111111111111
INV101335,C00197,2024-10-28,4,13,181.57,3.25
INV101336,C00489,2024-08-30,1,5,64.75,5.0
INV101337,C00190,2024-07-08,2,4,136.84,2.0
INV101338,C00432,2024-11-19,9,27,268.67,3.0
INV101339,C00179,2024-06-21,4,18,316.02,4.5
INV101340,C00351,2024-05-29,1,3,32.55,3.0
INV101341,C00226,2024-07-09,4,12,118.04,3.0
INV101342,C00128,2024-07-08,4,11,290.03,2.75
INV101343,C00259,2024-07-03,4,11,146.08,2.75
INV101344,C00291,2024-02-21,2,7,148.03,3.5
INV101345,C00229,2024-10-01,8,23,584.55,2.875
INV101346,C00394,2024-07-15,3,13,147.0,4.333333333333333
INV101347,C00018,2024-09-11,6,20,262.81,3.3333333333333335
INV101348,C00180,2024-07-09,4,16,211.94,4.0
INV101349,C00007,2024-09-09,6,9,84.57,1.5
INV101350,C00034,2024-03-02,3,8,102.22,2.6666666666666665
INV101351,C00124,2024-09-14,4,12,89.65,3.0
INV101352,C00153,2024-10-25,1,3,78.48,3.0
INV101353,C00199,2024-12-11,9,26,259.34,2.888888888888889
INV101354,C00478,2024-11-27,2,6,86.17,3.0
INV101355,C00295,2024-07-09,17,58,736.5400000000001,3.411764705882353
INV101356,C00272,2024-06-17,2,6,98.97999999999999,3.0
INV101357,C00180,2024-12-10,4,10,139.68,2.5
INV101358,C00347,2024-09-22,1,1,12.52,1.0
INV101359,C00047,2024-07-27,4,13,171.16,3.25
INV101360,C00488,2024-06-10,5,14,137.62,2.8
INV101361,C00456,2024-04-06,14,42,795.89,3.0
INV101362,C00075,2024-03-12,4,15,162.21,3.75
INV101363,C00382,2024-07-17,4,10,93.28,2.5
INV101364,C00303,2024-08-24,4,15,172.01999999999998,3.75
INV101365,C00404,2024-09-02,8,24,334.56,3.0
INV101366,C00144,2024-11-11,1,2,13.7,2.0
INV101367,C00237,2024-08-18,1,4,21.64,4.0
INV101368,C00235,2024-03-03,2,6,67.17,3.0
INV101369,C00098,2024-04-22,2,9,98.82000000000001,4.5
INV101370,C00270,2024-02-13,4,17,124.06,4.25
INV101371,C00111,2024-04-28,6,22,311.99,3.6666666666666665
INV101372,C00202,2024-07-26,3,7,107.32,2.3333333333333335
INV101373,C00199,2024-11-04,1,4,25.56,4.0
INV101374,C00436,2024-06-05,5,16,163.66,3.2
INV101375,C00362,2024-07-27,1,2,39.46,2.0
INV101376,C00468,2024-06-25,31,839,10169.32,27.06451612903226
INV101377,C00052,2024-12-29,7,25,274.13,3.5714285714285716
INV101378,C00129,2024-07-18,7,11,121.0,1.5714285714285714
INV101379,C00328,2024-03-05,5,11,213.6,2.2
INV101380,C00172,2024-05-09,3,7,77.39,2.3333333333333335
INV101381,C00408,2024-12-13,2,5,46.12,2.5
INV101382,C00379,2024-05-30,4,11,254.56,2.75
INV101383,C00022,2024-02-22,7,20,113.14,2.857142857142857
INV101384,C00001,2024-05-05,13,49,847.81,3.769230769230769
INV101385,C00178,2024-02-27,5,15,389.58000000000004,3.0
INV101386,C00456,2024-04-23,7,23,443.53999999999996,3.2857142857142856
INV101387,C00134,2024-02-09,10,29,292.08,2.9
INV101388,C00425,2024-09-07,2,6,36.55,3.0
INV101389,C00054,2024-09-12,5,19,254.97,3.8
INV101390,C00286,2024-08-07,3,8,81.63,2.6666666666666665
INV101391,C00126,2024-05-27,3,12,82.74,4.0
INV101392,C00280,2024-05-07,5,21,337.34,4.2
INV101393,C00483,2024-03-13,2,9,177.09,4.5
INV101394,C00259,2024-02-11,4,7,71.83,1.75
INV101395,C00410,2024-05-07,5,13,121.77,2.6
INV101396,C00056,2024-01-22,2,4,35.86,2.0
INV101397,C00362,2024-03-05,4,14,268.82,3.5
INV101398,C00242,2024-09-03,1,4,48.24,4.0
INV101399,C00165,2024-06-01,5,16,238.95,3.2
INV101400,C00271,2024-11-29,2,2,23.75,1.0
INV101401,C00401,2024-09-30,1,3,18.54,3.0
INV101402,C00468,2024-08-28,1,5,36.2,5.0
INV101403,C00012,2024-11-19,2,9,93.93,4.5
INV101404,C00488,2024-09-17,2,3,29.61,1.5
INV101405,C00479,2024-06-03,7,25,354.94000000000005,3.5714285714285716
INV101406,C00192,2024-08-15,5,18,216.70999999999998,3.6
